user_id,event,timestamp
78322,product_visit,2015-01-25 03:25:05.000000000
78514,product_visit,2015-03-17 12:21:49.000000000
78478,product_visit,2015-02-15 05:40:50.000000000
79133,account_verified,2015-01-04 03:14:48.000000000
78278,product_use,2015-02-14 21:17:58.000000000
78276,product_visit,2015-02-06 12:52:43.000000000
79134,product_visit,2015-01-21 19:17:04.000000000
78598,signup,2015-01-02 12:07:41.000000000
78806,product_visit,2015-01-15 07:08:52.000000000
78659,account_verified,2015-02-01 13:35:53.000000000
78397,signup,2015-01-31 10:28:46.000000000
79102,product_visit,2015-02-24 10:05:13.000000000
79214,signup,2015-01-22 04:52:11.000000000
79140,signup,2015-01-21 22:14:37.000000000
78725,product_visit,2015-02-10 05:23:48.000000000
78371,product_visit,2015-02-07 02:33:16.000000000
78512,account_verified,2015-01-28 09:45:03.000000000
78345,product_request_support,2015-02-04 12:13:58.000000000
78985,product_visit,2015-03-01 19:36:04.000000000
78536,product_visit,2015-01-19 18:00:58.000000000
79007,product_visit,2015-02-10 12:17:07.000000000
79019,product_visit,2015-01-20 16:35:01.000000000
79062,signup,2015-01-26 10:42:51.000000000
78563,product_visit,2015-01-31 10:44:39.000000000
79198,signup,2015-01-20 00:27:30.000000000
78763,signup,2015-01-09 14:06:40.000000000
78847,product_visit,2015-01-29 08:21:40.000000000
79258,product_visit,2015-01-31 13:41:30.000000000
78415,signup,2015-01-11 20:18:32.000000000
78447,product_visit,2015-01-30 21:36:18.000000000
78900,product_visit,2015-01-31 05:32:44.000000000
78787,product_visit,2015-02-01 23:50:14.000000000
78987,product_use,2015-01-18 21:38:57.000000000
79185,product_visit,2015-01-08 20:09:08.000000000
79041,product_visit,2015-03-03 12:39:16.000000000
78636,product_visit,2015-01-31 23:55:09.000000000
79247,product_visit,2015-03-03 01:56:30.000000000
79245,signup,2015-01-25 06:26:14.000000000
78834,account_verified,2015-01-16 12:14:32.000000000
78515,product_visit,2015-03-05 00:34:46.000000000
78278,product_visit,1888-11-05 23:06:23.161793536
78783,product_visit,2015-01-17 10:00:16.000000000
78533,account_verified,2015-01-26 06:10:48.000000000
78450,product_visit,2015-03-25 09:30:00.000000000
78582,product_visit,2015-02-09 22:36:31.000000000
78625,account_verified,2015-01-22 04:14:25.000000000
79031,signup,2015-01-25 01:49:55.000000000
78971,product_visit,2015-02-06 09:22:17.000000000
78565,product_visit,2015-01-10 21:56:10.000000000
78570,product_visit,2015-03-18 22:30:04.000000000
78703,account_verified,2015-01-09 03:28:49.000000000
79099,product_visit,2015-02-10 10:44:06.000000000
78935,product_use,2015-01-21 15:27:13.000000000
79078,product_visit,2015-01-22 20:58:19.000000000
78731,product_visit,2015-02-10 19:03:59.000000000
78371,signup,2015-01-14 06:12:46.000000000
78601,account_verified,2015-01-25 05:38:14.000000000
78332,account_verified,2015-01-10 23:25:56.000000000
79144,product_use,2015-01-25 17:52:19.000000000
78441,product_visit,2015-01-07 07:46:22.000000000
78451,product_visit,2015-03-16 02:56:47.000000000
78760,account_verified,2015-01-20 23:22:38.000000000
78542,account_verified,2015-01-05 20:08:41.000000000
78547,signup,2015-01-29 10:28:10.000000000
79107,signup,2015-01-24 11:37:57.000000000
78474,product_visit,2015-01-20 21:19:02.000000000
78975,product_visit,2015-01-29 11:10:07.000000000
78348,signup,2015-01-21 22:58:08.000000000
78740,product_visit,2015-02-02 17:42:59.000000000
78662,product_visit,2015-01-15 07:24:34.000000000
78915,signup,2015-01-28 21:50:11.000000000
78704,signup,2015-01-14 15:42:21.000000000
78720,product_visit,2015-01-12 03:21:25.000000000
79046,product_visit,2015-01-18 21:32:03.000000000
78809,product_visit,2015-01-20 12:21:54.000000000
79085,product_visit,2015-03-07 13:26:54.000000000
78801,account_verified,2015-01-11 23:47:09.000000000
78907,product_visit,2015-03-07 20:34:31.000000000
78418,signup,2015-01-29 13:21:20.000000000
78428,product_visit,2015-02-13 07:48:06.000000000
78715,product_visit,2015-02-14 07:08:33.000000000
79129,account_verified,2015-01-25 02:30:26.000000000
78510,product_visit,2015-02-03 16:55:23.000000000
79164,account_verified,2015-01-13 18:41:01.000000000
78323,signup,2015-01-22 08:26:29.000000000
78951,product_visit,2015-01-27 19:34:16.000000000
79015,product_visit,2015-01-30 21:47:32.000000000
78582,product_visit,2015-03-14 03:19:34.000000000
78608,product_visit,2015-01-18 16:18:45.000000000
78953,account_verified,2015-01-14 20:44:12.000000000
79057,product_visit,2015-01-31 03:34:10.000000000
79138,product_visit,2015-02-06 05:04:55.000000000
79127,product_visit,2015-01-05 01:01:38.000000000
78739,product_visit,2015-02-09 17:34:20.000000000
78916,account_verified,2015-01-10 18:28:07.000000000
78712,product_use,2015-02-06 18:37:37.000000000
79138,product_visit,2015-03-01 14:47:22.000000000
79175,signup,2015-01-03 05:47:22.000000000
78713,product_visit,2015-03-09 01:36:35.000000000
78876,product_visit,2015-01-27 04:38:46.000000000
78530,account_verified,2015-01-06 18:22:43.000000000
78366,product_visit,2015-03-12 08:02:00.000000000
78973,product_visit,2015-01-18 20:38:55.000000000
78964,product_visit,2015-03-03 01:43:10.000000000
78524,product_visit,2015-02-05 07:32:34.000000000
78594,signup,2015-01-30 13:08:58.000000000
79249,product_visit,2015-01-24 14:39:22.000000000
78311,product_visit,2015-02-05 09:12:51.000000000
79170,account_verified,2015-01-03 16:52:54.000000000
78722,signup,2015-01-27 01:54:20.000000000
78790,product_visit,2015-02-04 23:38:53.000000000
79215,product_visit,2015-01-26 03:08:51.000000000
78614,signup,2015-01-29 02:13:05.000000000
78609,account_verified,2015-01-05 17:53:41.000000000
78277,account_verified,2015-01-07 00:01:31.000000000
78494,product_visit,2015-02-10 15:59:26.000000000
78673,signup,2015-01-16 13:21:34.000000000
79238,account_verified,2015-01-17 14:52:28.000000000
78848,product_visit,2015-02-27 11:50:14.000000000
78297,signup,2015-01-06 11:39:58.000000000
79030,product_visit,2015-02-23 13:49:02.000000000
78319,signup,2015-01-01 13:18:03.000000000
79101,product_visit,2015-03-03 06:30:25.000000000
78542,product_visit,1869-03-29 17:10:16.489280512
78585,product_visit,2015-03-07 00:31:39.000000000
79267,account_verified,2015-01-27 18:13:18.000000000
78769,product_visit,2015-02-10 23:10:49.000000000
78922,product_visit,2015-02-08 20:09:25.000000000
78988,signup,2015-01-24 00:08:49.000000000
78660,signup,2015-01-10 00:24:37.000000000
78764,product_visit,2015-02-24 23:22:11.000000000
78484,product_visit,2015-01-23 21:06:12.000000000
78611,signup,2015-01-05 23:23:25.000000000
78549,signup,2015-01-10 13:00:40.000000000
78810,product_visit,2015-01-25 10:19:00.000000000
79109,account_verified,2015-01-18 23:24:26.000000000
79045,product_visit,2015-01-30 10:07:55.000000000
79123,product_visit,2015-02-03 23:11:50.000000000
78404,product_visit,2015-01-29 01:02:52.000000000
78825,product_use,2015-01-20 07:12:48.000000000
78396,account_verified,2015-01-27 13:10:58.000000000
79126,product_visit,2015-01-19 01:49:05.000000000
78367,account_verified,2015-01-10 19:39:03.000000000
78979,product_visit,2015-02-27 21:23:37.000000000
79092,product_use,2015-01-26 22:57:45.000000000
78994,product_visit,2015-01-28 11:33:02.000000000
78504,product_visit,2015-02-10 16:09:35.000000000
79044,product_visit,2015-01-17 01:08:19.000000000
78949,product_visit,2015-01-28 15:25:34.000000000
78962,product_visit,2015-01-25 18:33:29.000000000
78656,signup,2015-01-09 14:09:43.000000000
79080,signup,2015-01-30 03:14:13.000000000
79206,product_use,2015-02-12 01:42:27.000000000
78810,product_visit,2015-01-15 09:03:36.000000000
79174,account_verified,2015-01-12 17:06:38.000000000
78637,signup,2015-01-14 02:03:28.000000000
78788,account_verified,2015-01-16 04:06:18.000000000
78636,product_visit,2015-02-17 13:08:14.000000000
79043,signup,2015-01-23 15:38:22.000000000
78601,product_visit,2015-03-11 01:25:15.000000000
79057,account_verified,2015-01-12 15:36:41.000000000
78434,product_use,2015-02-07 16:19:15.000000000
78620,product_visit,2015-01-26 18:03:30.000000000
78829,account_verified,2015-01-13 03:21:23.000000000
79083,account_verified,2015-01-13 19:01:29.000000000
78651,signup,2015-01-04 15:00:59.000000000
78838,product_visit,2015-01-25 08:33:09.000000000
78569,product_visit,2015-02-03 10:38:10.000000000
78666,product_visit,2015-02-08 12:57:42.000000000
78886,signup,2015-01-21 08:33:44.000000000
78554,product_visit,2015-03-23 12:25:26.000000000
78327,product_visit,2015-03-09 09:39:33.000000000
78534,product_visit,2015-01-17 07:34:40.000000000
78640,product_visit,2015-02-15 14:09:47.000000000
79022,account_verified,2015-01-16 20:04:58.000000000
78722,product_use,2015-03-24 02:58:17.000000000
78512,signup,2015-01-26 08:35:59.000000000
78269,account_verified,2015-01-20 14:39:11.000000000
78533,signup,2015-01-25 22:31:00.000000000
78336,product_visit,2015-01-06 09:19:18.000000000
78738,product_visit,2015-01-29 13:19:42.000000000
79125,product_visit,2015-02-09 05:38:59.000000000
79083,product_use,2015-02-07 17:11:45.000000000
78573,product_visit,2015-01-22 00:36:08.000000000
78280,signup,2015-01-10 17:04:12.000000000
79086,signup,2015-01-03 02:18:45.000000000
78764,product_visit,2015-02-14 14:15:47.000000000
78482,product_visit,2015-03-02 07:40:35.000000000
79132,signup,2015-01-05 14:20:55.000000000
79007,product_visit,2015-03-29 19:51:01.000000000
78682,product_use,2015-02-04 02:22:44.000000000
78600,product_visit,2015-02-19 17:45:04.000000000
78708,product_visit,2015-02-13 22:54:33.000000000
78654,product_use,2015-01-23 14:18:32.000000000
79059,account_verified,2015-01-11 05:58:27.000000000
78372,account_verified,2015-01-03 17:25:15.000000000
79097,product_use,2015-02-26 20:47:53.000000000
79182,product_visit,2015-02-10 15:56:12.000000000
79248,product_visit,2015-01-31 20:15:48.000000000
78603,product_visit,2015-01-20 07:02:25.000000000
79263,product_visit,2015-01-25 04:18:26.000000000
78490,product_visit,2015-01-20 07:27:15.000000000
78500,product_visit,2015-01-31 00:50:02.000000000
79208,product_visit,2015-02-06 15:18:07.000000000
78950,account_verified,2015-01-16 23:07:49.000000000
78356,product_visit,2015-01-14 14:12:30.000000000
78657,account_verified,2015-01-21 15:18:58.000000000
78862,product_visit,2015-01-12 03:14:43.000000000
78940,signup,2015-01-06 16:07:43.000000000
78599,product_visit,2015-03-06 05:05:33.000000000
78872,account_verified,2015-01-29 01:49:47.000000000
78577,product_visit,2015-03-20 22:54:24.000000000
78968,signup,2015-01-08 05:21:40.000000000
78849,product_use,2015-01-08 10:41:46.000000000
78485,account_verified,2015-01-08 07:35:30.000000000
78458,signup,2015-01-18 10:36:12.000000000
79146,account_verified,2015-01-11 12:52:34.000000000
78392,product_visit,2015-01-23 12:24:51.000000000
78663,product_visit,2015-02-02 18:44:52.000000000
79009,signup,2015-01-27 10:17:59.000000000
78524,account_verified,2015-01-05 08:20:16.000000000
78326,product_visit,2015-03-01 12:55:42.000000000
78435,signup,2015-01-17 02:54:07.000000000
78825,account_verified,2015-01-12 19:28:20.000000000
78980,account_verified,2015-01-09 03:12:37.000000000
78324,account_verified,2015-01-19 16:34:50.000000000
78842,product_visit,2015-01-21 22:49:53.000000000
78374,account_verified,2015-01-11 02:20:20.000000000
78358,account_verified,2015-01-07 19:10:32.000000000
78921,account_verified,2015-01-21 16:46:05.000000000
78488,product_visit,2015-02-03 14:56:53.000000000
79029,signup,2015-01-07 13:30:44.000000000
78650,account_verified,2015-01-17 09:10:03.000000000
79050,account_verified,2015-01-05 20:59:30.000000000
79131,account_verified,2015-01-14 19:44:40.000000000
78439,signup,2015-01-03 14:34:33.000000000
78868,product_visit,2015-01-09 10:18:45.000000000
78349,product_visit,2015-01-23 10:22:57.000000000
78868,product_visit,2015-02-05 01:17:41.000000000
78921,product_visit,2015-02-09 15:15:09.000000000
79149,product_visit,2015-02-16 14:38:09.000000000
78470,product_use,2015-01-29 18:37:15.000000000
78479,product_visit,2015-02-10 11:09:58.000000000
78442,account_verified,2015-01-29 03:08:30.000000000
78399,account_verified,2015-01-21 00:28:05.000000000
78893,product_visit,2015-03-17 00:25:38.000000000
78452,account_verified,2015-02-01 18:50:52.000000000
78956,product_visit,2015-02-05 18:44:15.000000000
78578,product_visit,2015-03-05 06:14:51.000000000
78316,signup,2015-01-01 05:45:37.000000000
78799,product_use,2015-01-19 22:21:34.000000000
78963,product_visit,2015-02-19 23:47:14.000000000
79035,product_visit,2015-01-13 11:40:21.000000000
78654,product_visit,2015-01-23 14:15:42.000000000
78324,product_visit,2015-01-22 04:41:43.000000000
79170,product_visit,2015-02-09 03:15:36.000000000
78579,signup,2015-01-16 17:36:51.000000000
78764,signup,2015-01-30 18:51:07.000000000
78383,account_verified,2015-01-22 16:44:46.000000000
79100,account_verified,2015-01-26 14:17:47.000000000
79077,product_visit,2015-01-29 16:13:58.000000000
78566,product_visit,2015-02-11 02:29:39.000000000
79219,account_verified,2015-01-07 06:59:11.000000000
78817,product_visit,2015-03-01 10:50:21.000000000
78325,signup,2015-01-07 05:04:20.000000000
79108,product_visit,2015-02-02 17:01:16.000000000
78268,signup,2015-01-04 12:55:11.000000000
78472,product_visit,2015-01-24 00:06:00.000000000
78737,product_visit,2015-01-26 18:56:54.000000000
78343,product_visit,2015-01-27 12:00:50.000000000
78658,signup,2015-01-26 05:22:44.000000000
79011,account_verified,2015-01-30 08:33:37.000000000
78826,product_use,2015-01-28 16:03:10.000000000
78772,product_use,2015-03-31 17:50:13.000000000
78992,signup,2015-01-06 04:21:18.000000000
79254,product_visit,2015-01-17 04:07:16.000000000
79093,product_visit,2015-02-11 00:57:21.000000000
78853,product_visit,2015-01-20 16:05:39.000000000
78908,signup,2015-01-25 20:06:43.000000000
78464,product_visit,2015-02-11 14:48:53.000000000
78694,signup,2015-01-07 09:40:42.000000000
78711,product_visit,2015-01-22 10:06:14.000000000
78613,signup,2015-01-19 14:44:52.000000000
78819,product_visit,2015-02-16 13:17:42.000000000
78498,product_visit,2015-03-31 11:59:40.000000000
78299,signup,2015-01-14 02:47:21.000000000
78336,product_visit,2015-03-04 14:28:12.000000000
78589,product_visit,2015-01-29 06:18:42.000000000
79184,product_visit,2015-02-04 04:37:05.000000000
78622,account_verified,2015-01-31 23:11:05.000000000
78851,account_verified,2015-01-18 04:58:41.000000000
78944,product_visit,2015-01-13 07:12:44.000000000
78826,product_use,2015-02-18 19:03:25.000000000
78834,signup,2015-01-13 12:03:45.000000000
79246,product_use,2015-02-18 15:36:34.000000000
79226,product_use,2015-03-05 15:21:20.000000000
79257,signup,2015-01-09 03:22:15.000000000
79262,product_visit,2015-01-22 02:54:16.000000000
78770,product_visit,2015-01-21 22:50:17.000000000
78371,product_visit,2015-02-26 09:38:13.000000000
79264,signup,2015-01-10 17:05:33.000000000
78567,product_visit,2015-01-31 15:03:00.000000000
78373,product_visit,2015-03-29 10:58:59.000000000
78508,product_visit,2015-01-28 07:38:11.000000000
78547,account_verified,2015-01-29 19:50:58.000000000
79087,product_visit,2015-01-06 16:06:55.000000000
79178,product_visit,2015-02-16 07:58:29.000000000
78686,account_verified,2015-02-03 07:21:50.000000000
79102,product_visit,2015-01-23 21:20:59.000000000
78595,product_visit,2015-03-24 03:04:45.000000000
78415,product_visit,2015-02-08 00:52:34.000000000
78862,product_visit,2015-01-16 05:42:10.000000000
78287,product_visit,2015-01-29 15:55:56.000000000
78887,product_visit,2015-01-13 13:34:32.000000000
79195,account_verified,2015-01-21 00:30:17.000000000
78436,product_visit,2015-01-24 21:51:17.000000000
78472,account_verified,2015-01-20 20:28:14.000000000
79048,product_visit,2015-01-17 04:32:06.000000000
78621,signup,2015-01-27 22:05:15.000000000
78755,account_verified,2015-01-10 12:29:39.000000000
78288,product_visit,2015-01-28 22:18:57.000000000
78471,product_visit,2015-01-20 21:07:09.000000000
79265,signup,2015-01-01 11:00:03.000000000
78325,product_visit,2015-01-21 04:16:09.000000000
79161,product_visit,2015-01-27 14:34:55.000000000
78699,account_verified,2015-01-04 13:15:32.000000000
79109,product_visit,2015-01-22 11:08:29.000000000
79221,product_visit,2015-03-01 01:57:34.000000000
78911,product_visit,2015-02-06 08:20:00.000000000
78659,signup,2015-01-31 16:48:35.000000000
79016,signup,2015-01-31 19:13:49.000000000
79041,product_visit,2015-01-28 00:03:52.000000000
78483,signup,2015-01-15 11:19:52.000000000
79120,product_use,2015-01-31 16:47:11.000000000
79232,product_visit,2015-01-23 00:11:53.000000000
78859,product_visit,2015-01-26 01:54:44.000000000
79133,product_visit,2015-01-07 08:19:17.000000000
78483,product_visit,2015-01-22 04:02:04.000000000
78956,product_visit,2015-02-04 22:37:11.000000000
78382,product_visit,2015-02-27 02:21:13.000000000
79055,product_visit,2015-01-30 18:35:30.000000000
79159,product_use,2015-02-09 21:36:54.000000000
78899,account_verified,2015-01-21 13:53:13.000000000
78529,product_use,2015-01-14 01:29:09.000000000
79262,account_verified,2015-01-20 18:46:09.000000000
78687,product_visit,2015-01-24 06:07:55.000000000
78405,product_visit,2015-02-11 15:42:29.000000000
79089,signup,2015-01-18 04:54:59.000000000
78337,product_visit,2015-01-30 18:26:52.000000000
78661,product_visit,2015-02-03 17:39:40.000000000
78581,product_visit,2015-03-22 16:03:21.000000000
78322,account_verified,2015-01-21 12:24:11.000000000
78619,product_visit,2015-01-22 13:23:21.000000000
79008,product_visit,2015-02-01 02:30:24.000000000
79161,account_verified,2015-01-26 08:00:41.000000000
78282,signup,2015-01-29 13:32:07.000000000
79201,signup,2015-01-02 18:58:08.000000000
78510,signup,2015-01-15 13:32:37.000000000
78798,product_visit,2015-03-25 16:19:03.000000000
78564,signup,2015-01-08 06:49:49.000000000
78609,signup,2015-01-05 12:12:00.000000000
78635,signup,2015-01-12 11:30:09.000000000
79239,product_visit,2015-02-15 21:22:32.000000000
78586,product_visit,2015-03-07 17:03:10.000000000
79064,product_visit,2015-03-05 12:19:55.000000000
79259,product_visit,2015-03-06 04:02:50.000000000
79154,product_visit,2015-02-02 07:04:57.000000000
78813,product_visit,2015-02-06 01:17:46.000000000
79158,product_visit,2015-01-06 13:34:06.000000000
78993,account_verified,2015-01-19 12:03:14.000000000
78330,product_visit,2015-03-10 22:05:12.000000000
78843,product_visit,2015-01-30 08:26:01.000000000
78752,product_visit,2015-01-16 14:20:18.000000000
78604,product_visit,2015-03-01 09:44:56.000000000
78378,product_visit,2015-02-26 02:07:40.000000000
78874,signup,2015-01-01 13:04:02.000000000
78716,product_use,2015-03-12 10:34:36.000000000
78888,product_visit,2015-03-26 08:51:40.000000000
78383,signup,2015-01-21 18:55:07.000000000
78713,product_visit,2015-03-04 19:14:05.000000000
78602,account_verified,2015-02-01 16:06:06.000000000
79162,product_visit,2015-02-04 02:20:24.000000000
78887,signup,2015-01-03 00:25:05.000000000
78423,product_visit,2015-01-28 07:29:46.000000000
78938,product_visit,2015-01-16 22:16:54.000000000
78455,product_visit,2015-02-01 05:00:08.000000000
78907,signup,2015-01-30 13:53:07.000000000
78789,product_visit,2015-01-25 15:19:31.000000000
78663,product_visit,2015-01-14 22:26:39.000000000
78688,product_visit,2015-02-06 20:22:51.000000000
78381,product_visit,2015-01-21 08:42:31.000000000
78696,product_visit,2015-02-23 05:59:47.000000000
78444,signup,2015-01-28 19:34:42.000000000
78596,product_visit,2015-02-19 20:44:40.000000000
78653,product_visit,2015-01-23 12:29:01.000000000
78789,signup,2015-01-10 15:53:23.000000000
78510,product_visit,2015-03-25 21:10:30.000000000
78296,account_verified,2015-01-11 05:45:21.000000000
78666,product_use,2015-03-30 20:36:58.000000000
78850,product_visit,2015-01-21 22:56:27.000000000
78946,signup,2015-01-31 18:18:04.000000000
78944,account_verified,2015-01-12 05:44:21.000000000
78930,product_use,2015-01-23 02:49:48.000000000
78885,signup,2015-01-05 00:42:52.000000000
78652,account_verified,2015-01-24 01:11:30.000000000
78749,product_visit,2015-01-25 22:45:14.000000000
78808,signup,2015-01-20 15:29:12.000000000
78699,product_visit,2015-01-21 06:49:45.000000000
78891,product_visit,2015-01-26 02:36:01.000000000
78608,product_visit,2015-01-24 09:09:52.000000000
78626,product_visit,2015-01-26 23:34:34.000000000
79023,product_visit,2015-01-15 00:06:46.000000000
78412,account_verified,2015-01-25 05:14:14.000000000
78564,product_visit,2015-02-21 02:58:22.000000000
78828,product_visit,2015-03-12 14:50:17.000000000
78730,product_visit,2015-02-03 13:18:19.000000000
78664,account_verified,2015-02-07 15:18:32.000000000
79200,account_verified,2015-01-11 23:21:41.000000000
78625,product_visit,2015-01-27 02:41:26.000000000
79039,product_visit,2015-02-04 07:15:56.000000000
78925,product_visit,2015-03-05 14:32:34.000000000
78974,product_visit,2015-01-17 13:02:05.000000000
79012,product_visit,2015-01-16 02:20:32.000000000
79139,product_use,2015-01-22 23:55:02.000000000
78473,account_verified,2015-01-10 22:02:31.000000000
78976,product_visit,2015-02-12 06:19:00.000000000
78876,signup,2015-01-25 13:35:05.000000000
78505,product_use,2015-02-19 23:16:53.000000000
78608,product_visit,2015-01-30 23:42:30.000000000
78514,product_visit,2015-02-16 03:41:29.000000000
78981,product_visit,2015-01-22 06:42:21.000000000
78586,signup,2015-01-21 14:39:49.000000000
79245,account_verified,2015-01-28 11:04:09.000000000
78928,signup,2015-01-24 12:24:42.000000000
78623,product_visit,2015-01-13 05:52:34.000000000
79233,signup,2015-01-13 11:52:11.000000000
79140,account_verified,2015-01-26 19:43:21.000000000
78354,product_use,2015-03-10 04:15:05.000000000
79044,product_visit,2015-01-19 18:40:55.000000000
79166,account_verified,2015-01-19 03:17:58.000000000
78451,product_visit,2015-03-26 09:17:14.000000000
78458,product_visit,2015-01-23 05:25:45.000000000
78703,product_visit,2015-02-21 03:12:48.000000000
79106,signup,2015-01-13 11:41:22.000000000
78428,product_visit,2015-03-05 02:18:19.000000000
78920,account_verified,2015-02-05 20:29:17.000000000
78845,account_verified,2015-01-12 17:20:42.000000000
78310,product_visit,2015-02-08 18:12:38.000000000
79068,signup,2015-01-18 11:55:06.000000000
78727,product_visit,2015-02-28 15:29:47.000000000
78594,product_visit,2015-02-16 20:12:21.000000000
79200,product_visit,2015-03-29 23:16:20.000000000
78726,product_visit,2015-01-27 08:38:03.000000000
79073,product_visit,2015-02-19 05:33:21.000000000
78719,signup,2015-01-27 14:04:10.000000000
78271,product_visit,2015-01-25 22:18:37.000000000
78705,product_visit,2015-01-10 14:21:03.000000000
78685,signup,2015-01-04 04:07:33.000000000
78445,product_request_support,2015-02-08 03:32:06.000000000
78798,account_verified,2015-01-27 13:34:12.000000000
79190,account_verified,2015-01-08 06:47:00.000000000
78663,account_verified,2015-01-08 22:21:44.000000000
79229,product_visit,2015-02-05 09:19:49.000000000
78553,account_verified,2015-01-22 11:47:48.000000000
78768,account_verified,2015-01-01 17:14:08.000000000
79105,product_visit,2015-01-28 17:04:46.000000000
79155,product_visit,2015-03-01 17:38:36.000000000
78573,product_visit,2015-02-03 07:12:03.000000000
79030,signup,2015-01-02 09:10:44.000000000
78988,product_visit,2015-02-06 05:05:56.000000000
78295,account_verified,2015-01-15 13:13:49.000000000
78473,product_visit,2015-01-13 10:15:05.000000000
78714,account_verified,2015-01-24 01:30:12.000000000
78889,signup,2015-01-14 18:12:48.000000000
78783,product_visit,2015-01-16 07:50:51.000000000
78701,product_visit,2015-02-24 15:41:29.000000000
78951,account_verified,2015-01-21 05:41:50.000000000
78945,account_verified,2015-01-28 01:05:30.000000000
79254,product_visit,2015-01-29 15:56:59.000000000
78930,signup,2015-01-19 16:27:18.000000000
79126,product_visit,2015-01-06 03:22:17.000000000
78700,product_visit,2015-01-21 09:14:08.000000000
78665,account_verified,2015-01-15 20:49:32.000000000
79263,product_use,2015-03-15 05:57:09.000000000
78590,product_visit,2015-01-31 06:12:20.000000000
79065,product_visit,2015-02-04 03:38:44.000000000
78463,account_verified,2015-01-19 09:07:08.000000000
78501,product_visit,2015-02-11 16:22:16.000000000
78605,product_visit,2015-02-17 05:42:52.000000000
79156,product_use,2015-01-13 23:28:01.000000000
79062,product_visit,2015-02-12 09:20:01.000000000
78489,product_visit,2015-01-22 12:32:17.000000000
78450,product_visit,2015-02-12 00:56:44.000000000
78702,product_visit,2015-02-01 19:43:58.000000000
79181,product_visit,2015-01-26 14:14:47.000000000
79129,product_use,2015-01-26 19:00:55.000000000
78609,product_visit,2015-01-10 00:06:11.000000000
78737,product_visit,2015-02-02 09:17:52.000000000
78785,product_visit,2015-03-18 11:50:24.000000000
78369,product_use,2015-03-26 04:54:49.000000000
79138,product_visit,2015-01-18 10:19:17.000000000
78988,product_visit,2015-02-02 22:31:57.000000000
79004,account_verified,2015-02-05 01:29:39.000000000
78914,account_verified,2015-01-07 08:06:55.000000000
78338,signup,2015-01-24 00:39:22.000000000
79236,product_visit,2015-01-19 15:45:02.000000000
78945,product_visit,2015-02-09 04:13:48.000000000
79079,product_visit,2015-03-21 03:58:25.000000000
