user_id,apm,income,height,reaction_time,age,kappa_ability,weight,amount,gregariousness,account_verified,product_use,product_visit,churn,grade_ordinal,Bacon,Basil,Black olives,Chicken,Extra cheese,Garlic,Green peppers,Ham,Mushrooms,Oregano,Pepperoni,Pesto,Pineapple,Red peppers,Salami,Sausage,Spinach,Tomato,B-ville,C-borough,Butter Pecan,Cheesecake,Chocolate,Coffee,Cookies and Cream,Mint,Neapolitan,Orange Sherbert,Peach,Pistachio,Red Velvet,Rocky Road,Strawberry,Vanilla,Pause Associates,Stop Inc
78399,225.0,98.0,174.0,304.0,39,6813,150.0,1,44.0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78756,205.0,96.0,177.0,242.0,52,1196,158.0,65,30.0,0,0,60,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78616,198.0,105.0,178.0,350.0,35,3781,162.0,18,44.0,1,0,33,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
79162,215.0,112.0,170.0,355.0,45,355,155.238,11,53.0,0,0,83,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79260,185.0,109.0,172.0,284.0,45,219,168.0,44,50.0,0,0,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78429,244.0,100.0,173.0,331.0,22,2373,148.0,5,57.0,0,25,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78271,184.0,101.0,185.0,295.0,44,920,153.0,79,52.0,0,19,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78559,186.0,110.0,175.0,304.679,45,892,166.0,68,60.0,0,1,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79122,163.0,103.0,180.0,333.0,34,182,161.0,29,36.0,2,0,85,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79011,219.0,105.0,185.0,338.0,35,618,153.0,32,58.0,4,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78442,157.0,103.0,179.0,275.0,29,1039,150.0,28,37.0,0,0,56,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78308,138.0,109.0,182.0,340.0,53,902,151.0,37,39.0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79074,200.0,97.0,176.0,319.0,60,1350,145.0,83,45.0,0,0,67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78547,170.0,107.0,178.0,351.0,37,2684,156.0,2,46.0,19,0,69,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78886,187.0,101.0,178.0,275.0,41,47,141.0,109,60.0,0,0,29,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79121,224.0,102.0,190.382,304.0,41,929,149.0,2,46.0,0,0,13,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79224,176.0,109.0,173.0,354.0,27,57,160.0,37,41.0,1,43,42,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
79183,200.0,97.0,175.0,265.0,53,474,149.0,78,24.0,0,0,44,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78841,151.0,117.0,175.0,319.0,45,3418,165.0,9,50.0,0,0,43,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78359,172.0,95.0,185.0,304.679,31,3436,146.0,53,52.0,0,0,27,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78569,199.0,113.0,173.0,344.0,55,1154,163.0,42,47.0,13,0,34,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79033,149.0,96.0,185.0,294.0,38,504,148.0,10,30.0,0,0,53,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
79214,188.0,107.0,175.0,314.0,54,2633,153.0,56,43.0,0,0,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78459,158.0,102.0,178.0,324.0,40,441,146.0,28,45.0,0,20,15,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78615,202.0,107.0,177.0,327.0,30,679,171.0,10,29.0,0,0,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78666,167.0,106.0,182.0,381.0,35,2202,161.0,46,55.0,0,50,59,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78737,195.0,98.0,177.0,278.0,34,1367,148.0,46,38.0,0,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78826,250.0,111.0,172.0,315.0,33,3195,147.0,15,56.0,0,8,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78581,177.0,105.0,181.0,353.0,57,2691,160.0,57,44.0,0,67,72,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78836,198.0,98.0,174.0,305.0,29,2142,154.0,1,51.0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78817,221.0,100.0,175.0,294.0,49,1276,150.0,1,48.0,11,0,36,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
79169,220.0,104.0,178.0,297.0,25,363,143.0,1,47.0,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
78661,170.0,101.0,171.0,326.0,33,1936,168.0,117,44.0,0,0,41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78493,194.0,111.0,174.0,363.0,29,1466,160.0,8,40.0,0,22,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78838,195.0,95.0,179.0,317.0,60,2108,150.0,15,30.0,0,0,32,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78957,205.0,99.0,177.0,252.0,61,414,150.0,27,36.0,1,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78543,236.0,99.0,176.0,252.0,28,161,149.0,43,46.0,11,0,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79130,222.0,103.0,172.0,244.0,65,2107,147.0,83,63.0,8,3,13,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78839,190.0,102.0,183.0,306.0,50,1101,148.0,14,74.0,3,0,30,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
78784,244.0,104.0,183.0,372.0,69,370,142.0,14,34.0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78782,209.0,99.0,182.0,285.0,40,772,147.0,25,45.0,0,12,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78480,162.0,106.0,176.0,361.0,65,1270,166.0,6,26.0,0,0,68,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78396,211.0,102.0,178.0,297.0,36,3593,147.0,29,40.0,0,0,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
78570,160.0,99.0,180.0,276.0,52,170,154.0,17,74.0,0,0,74,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78315,207.0,116.0,190.382,329.0,43,425,166.0,47,37.0,0,0,48,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
79037,152.0,105.0,171.0,331.0,64,1315,159.0,38,36.0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78890,176.0,99.0,170.0,268.0,60,3060,146.0,55,62.0,0,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78630,174.0,107.0,173.0,294.0,45,482,151.0,78,59.0,0,0,58,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
79133,155.0,105.0,178.0,293.0,63,1457,157.0,12,48.0,2,0,51,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
78939,274.0,105.0,171.0,296.0,67,223,146.0,32,53.0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78703,267.0,97.0,176.0,301.0,51,44,144.0,8,41.0,0,0,56,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78631,177.0,108.0,170.0,318.0,56,1709,160.0,39,37.0,15,0,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79236,155.0,105.0,174.0,341.0,26,170,164.0,18,66.0,0,0,41,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78686,178.0,119.0,173.0,273.0,49,850,163.0,5,46.0,0,0,99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78909,184.0,98.0,183.0,318.0,57,2405,148.0,19,47.0,2,0,42,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78825,218.0,101.0,188.0,241.0,21,1016,153.0,7,55.0,0,7,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
